Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Max Exposure,Roster Order
41852-8262,W,Patrick,Patrick Kane,Kane,12.7054,35,8300,CHI@WPG,CHI,WPG,,,,,2
41852-70900,W,Patrik,Patrik Laine,Laine,11.8537,32,7500,CHI@WPG,WPG,CHI,,,,,1
41852-8274,C,Paul,Paul Stastny,Stastny,8.07307,37,4300,VGK@VAN,VGK,VAN,,,,,3
41852-8682,W,Phil,Phil Kessel,Kessel,11.5446,36,6400,MIN@ARI,ARI,MIN,,,,,1
41852-12697,G,Philipp,Philipp Grubauer,Grubauer,17.7781,19,8000,CAR@COL,COL,CAR,,,,,
41852-66407,D,Philippe,Philippe Myers,Myers,5.78547,18,3500,BUF@PHI,PHI,BUF,,,,0,
41852-15277,C,Phillip,Phillip Danault,Danault,9.1798,34,5700,MON@CGY,MON,CGY,,,,,1
41852-54951,C,Pierre-Edouard,Pierre-Edouard Bellemare,Bellemare,7.3326,33,3400,CAR@COL,COL,CAR,,,,,3
41852-70901,C,Pierre-Luc,Pierre-Luc Dubois,Dubois,10.6317,34,4900,LA@CBJ,CBJ,LA,,,,,2
41852-101277,D,Quinn,Quinn Hughes,Hughes,8.27387,34,4300,VGK@VAN,VAN,VGK,,,,,1
41852-23928,C,Radek,Radek Faksa,Faksa,7.40833,35,3400,DAL@TB,DAL,TB,,,,,3
41852-66688,D,Rasmus,Rasmus Andersson,Andersson,5.41987,36,3600,MON@CGY,CGY,MON,,,,,3
41852-84403,W,Rasmus,Rasmus Asplund,Asplund,4.8984,17,3200,BUF@PHI,BUF,PHI,,,,,2
41852-85132,D,Rasmus,Rasmus Dahlin,Dahlin,8.2568,27,5400,BUF@PHI,BUF,PHI,,,,,1
41852-42993,D,Rasmus,Rasmus Ristolainen,Ristolainen,8.0304,35,4800,BUF@PHI,BUF,PHI,,,,,2
41852-21689,W,Reilly,Reilly Smith,Smith,11.3318,37,5400,VGK@VAN,VGK,VAN,,,,,1
41852-62431,W,Riley,Riley Barber,Barber,5.22673,4,3000,MON@CGY,MON,CGY,,,,0,4
41852-12438,W,Riley,Riley Nash,Nash,5.98813,29,3000,LA@CBJ,CBJ,LA,,,,0,4
41852-8864,G,Robin,Robin Lehner,Lehner,17.4971,18,7900,CHI@WPG,CHI,WPG,,,,,
41852-54576,W,Rocco,Rocco Grimaldi,Grimaldi,6.67087,30,3500,NSH@OTT,NSH,OTT,,,,,2
41852-12262,DD,Roman,Roman Josi,Josi,11.6777,33,6600,NSH@OTT,NSH,OTT,,,,,1
41852-8650,D,Roman,Roman Polak,Polak,3.63813,16,3500,DAL@TB,DAL,TB,,,,0,3
41852-8167,D,Ron,Ron Hainsey,Hainsey,6.91233,35,3600,NSH@OTT,OTT,NSH,,,,,1
41852-80286,C,Roope,Roope Hintz,Hintz,7.23433,28,5200,DAL@TB,DAL,TB,,,,,2
41852-43089,W,Ross,Ross Johnston,Johnston,4.5226,18,3200,NYI@BOS,NYI,BOS,,,,,1
41852-54200,W,Ryan,Ryan Carpenter,Carpenter,6.58927,34,3000,CHI@WPG,CHI,WPG,,,,,3
41852-82812,C,Ryan,Ryan Donato,Donato,5.73687,32,3500,MIN@ARI,MIN,ARI,,,,,2
41852-54503,W,Ryan,Ryan Dzingel,Dzingel,8.47673,34,4500,CAR@COL,CAR,COL,,,,,3
41852-9083,D,Ryan,Ryan Ellis,Ellis,10.4081,33,5100,NSH@OTT,NSH,OTT,,,,,1
41852-43122,D,Ryan,Ryan Graves,Graves,7.46567,33,4200,CAR@COL,COL,CAR,,,,,2
41852-43176,W,Ryan,Ryan Hartman,Hartman,6.4514,35,3500,MIN@ARI,MIN,ARI,,,,0,4
41852-12592,C,Ryan,Ryan Johansen,Johansen,9.2922,33,6100,NSH@OTT,NSH,OTT,,,,,1
41852-12411,D,Ryan,Ryan McDonagh,McDonagh,6.76387,32,3800,DAL@TB,TB,DAL,,,,,2
41852-103240,W,Ryan,Ryan Poehling,Poehling,5.00653,7,3100,MON@CGY,MON,CGY,,,,0,4
41852-43200,D,Ryan,Ryan Pulock,Pulock,7.33293,32,4700,NYI@BOS,NYI,BOS,,,,,2
41852-8887,W,Ryan,Ryan Reaves,Reaves,5.53053,37,3000,VGK@VAN,VGK,VAN,,,,0,4
41852-8466,D,Ryan,Ryan Suter,Suter,6.826,35,5000,MIN@ARI,MIN,ARI,,,,,1
41852-58332,W,Sam,Sam Bennett,Bennett,5.97633,21,3100,MON@CGY,CGY,MON,,,,0,4
41852-55375,W,Sam,Sam Reinhart,Reinhart,9.73187,35,5600,BUF@PHI,BUF,PHI,,,,,1
41852-73909,D,Samuel,Samuel Girard,Girard,8.20787,34,4500,CAR@COL,COL,CAR,,,,,1
41852-15374,D,Scott,Scott Harrington,Harrington,4.89207,9,3500,LA@CBJ,CBJ,LA,,,,0,
41852-39261,D,Scott,Scott Mayfield,Mayfield,4.331,32,3700,NYI@BOS,NYI,BOS,,,,0,3
41852-15308,C,Sean,Sean Couturier,Couturier,11.6605,34,6700,BUF@PHI,PHI,BUF,,,,,1
41852-41389,C,Sean,Sean Monahan,Monahan,12.3887,36,7200,MON@CGY,CGY,MON,,,,,1
41852-82029,D,Sean,Sean Walker,Walker,6.80107,36,3700,LA@CBJ,LA,CBJ,,,,,3
41852-73946,C,Sebastian,Sebastian Aho,Aho,11.2722,34,7700,CAR@COL,CAR,COL,,,,,2
41852-8732,G,Semyon,Semyon Varlamov,Varlamov,15.0507,19,8200,NYI@BOS,NYI,BOS,,,,,
41852-41394,D,Seth,Seth Jones,Jones,10.9521,34,5000,LA@CBJ,CBJ,LA,,,,,1
41852-54521,D,Shayne,Shayne Gostisbehere,Gostisbehere,9.26747,31,4500,BUF@PHI,PHI,BUF,,,,,3
41852-43093,D,Shea,Shea Theodore,Theodore,10.13,37,4800,VGK@VAN,VGK,VAN,,,,,2
41852-8467,DD,Shea,Shea Weber,Weber,10.1432,34,6900,MON@CGY,MON,CGY,,,,,1
41852-8655,W,Steven,Steven Stamkos,Stamkos,9.99447,29,8600,DAL@TB,TB,DAL,,,,,2
41852-11158,D,T.J.,T.J. Brodie,Brodie,6.5574,31,3700,MON@CGY,CGY,MON,,,,,1
41852-39870,W,Tanner,Tanner Pearson,Pearson,9.3688,35,5100,VGK@VAN,VAN,VGK,,,,,1
41852-12410,W,Taylor,Taylor Hall,Hall,13.6193,31,7300,MIN@ARI,ARI,MIN,,,,,1
41852-43178,W,Teuvo,Teuvo Teravainen,Teravainen,9.57553,34,6700,CAR@COL,CAR,COL,,,,,2
41852-66759,DD,Thomas,Thomas Chabot,Chabot,11.7144,35,5600,NSH@OTT,OTT,NSH,,,,,1
41852-39242,W,Tim,Tim Schaller,Schaller,5.4808,33,3000,VGK@VAN,VAN,VGK,,,,0,4
41852-39146,W,Tobias,Tobias Rieder,Rieder,6.00927,27,3100,MON@CGY,CGY,MON,,,,0,4
41852-13913,W,Tom,Tom Kuhnhackl,Kuhnhackl,4.34433,6,3000,NYI@BOS,NYI,BOS,,,,,2
41852-59235,W,Tomas,Tomas Nosek,Nosek,5.87067,34,3400,VGK@VAN,VGK,VAN,,,,0,4
41852-9321,W,Tomas,Tomas Tatar,Tatar,11.1691,34,6100,MON@CGY,MON,CGY,,,,,1
41852-21648,D,Torey,Torey Krug,Krug,9.83673,30,5300,NYI@BOS,BOS,NYI,,,,,2
41852-9036,D,Travis,Travis Hamonic,Hamonic,6.7592,30,4000,MON@CGY,CGY,MON,,,,,2
41852-66508,W,Travis,Travis Konecny,Konecny,13.1529,31,6200,BUF@PHI,PHI,BUF,,,,,1
41852-59271,D,Travis,Travis Sanheim,Sanheim,8.5576,34,4000,BUF@PHI,PHI,BUF,,,,,2
41852-8966,W,Trevor,Trevor Lewis,Lewis,6.49107,28,3000,LA@CBJ,LA,CBJ,,,,,2
41852-54126,D,Trevor,Trevor van Riemsdyk,van Riemsdyk,4.19053,20,3500,CAR@COL,CAR,COL,,,,0,3
41852-70169,D,Troy,Troy Stecher,Stecher,4.227,35,3600,VGK@VAN,VAN,VGK,,,,0,3
41852-79881,D,Tucker,Tucker Poolman,Poolman,7.43973,32,3700,CHI@WPG,WPG,CHI,,,,,1
41852-8193,G,Tuukka,Tuukka Rask,Rask,18.2928,21,8300,NYI@BOS,BOS,NYI,,,,,
41852-9006,W,Tyler,Tyler Ennis,Ennis,10.1964,35,3200,NSH@OTT,OTT,NSH,,,,,3
41852-13612,C,Tyler,Tyler Johnson,Johnson,7.11373,28,4000,DAL@TB,TB,DAL,,,,0,4
41852-68667,W,Tyler,Tyler Motte,Motte,5.7246,8,3200,VGK@VAN,VAN,VGK,,,,0,4
41852-8211,D,Tyler,Tyler Myers,Myers,8.61367,35,3700,VGK@VAN,VAN,VGK,,,,,2
41852-12718,W,Tyler,Tyler Pitlick,Pitlick,7.01373,28,3000,BUF@PHI,PHI,BUF,,,,0,4
41852-12417,C,Tyler,Tyler Seguin,Seguin,10.9089,35,7500,DAL@TB,DAL,TB,,,,,1
41852-12624,W,Tyler,Tyler Toffoli,Toffoli,10.6268,35,5000,LA@CBJ,LA,CBJ,,,,,3
41852-70908,W,Tyson,Tyson Jost,Jost,4.33187,31,3300,CAR@COL,COL,CAR,,,,0,4
41852-42915,W,Valentin,Valentin Zykov,Zykov,7.22393,12,3000,VGK@VAN,VGK,VAN,,,,,3
41852-41392,W,Valeri,Valeri Nichushkin,Nichushkin,7.536,30,3600,CAR@COL,COL,CAR,,,,,3
41852-8669,DD,Victor,Victor Hedman,Hedman,11.9907,30,6200,DAL@TB,TB,DAL,,,,,1
41852-83057,W,Victor,Victor Olofsson,Olofsson,6.5732,35,7200,BUF@PHI,BUF,PHI,,,,,1
41852-15247,C,Victor,Victor Rask,Rask,4.7656,25,3200,MIN@ARI,MIN,ARI,,,,0,4
41852-62032,W,Vinnie,Vinnie Hinostroza,Hinostroza,4.60893,36,4400,MIN@ARI,ARI,MIN,,,,,3
41852-103445,D,Vladislav,Vladislav Gavrikov,Gavrikov,6.79533,33,3500,LA@CBJ,CBJ,LA,,,,,2
41852-15313,W,Vladislav,Vladislav Namestnikov,Namestnikov,8.15347,32,4400,NSH@OTT,OTT,NSH,,,,,3
41852-74076,W,Warren,Warren Foegele,Foegele,6.22987,34,4100,CAR@COL,CAR,COL,,,,,1
41852-43014,W,William,William Carrier,Carrier,6.90653,37,3600,VGK@VAN,VGK,VAN,,,,0,4
41852-39990,C,William,William Karlsson,Karlsson,11.4262,37,6300,VGK@VAN,VGK,VAN,,,,,1
41852-66408,W,Yakov,Yakov Trenin,Trenin,5.91327,5,3000,NSH@OTT,NSH,OTT,,,,,1
41852-53606,W,Yanni,Yanni Gourde,Gourde,6.11993,32,3900,DAL@TB,TB,DAL,,,,,3
41852-9330,D,Yannick,Yannick Weber,Weber,5.3252,19,3500,NSH@OTT,NSH,OTT,,,,0,3
41852-8478,W,Zach,Zach Parise,Parise,11.2211,35,6100,MIN@ARI,MIN,ARI,,,,,1
41852-68640,DD,Zach,Zach Werenski,Werenski,11.3484,27,5800,LA@CBJ,CBJ,LA,,,,,1
41852-8932,W,Zack,Zack Smith,Smith,6.38627,28,3100,CHI@WPG,CHI,WPG,,,,0,4
41852-8186,D,Zdeno,Zdeno Chara,Chara,7.2936,35,3700,NYI@BOS,BOS,NYI,,,,,1
41852-23222,W,Zemgus,Zemgus Girgensons,Girgensons,5.39227,35,3300,BUF@PHI,BUF,PHI,,,,0,4
41852-73963,W,A.J.,A.J. Greer,Greer,4.64,15,3000,CAR@COL,COL,CAR,,,,0,
41852-23069,D,Adam,Adam Clendening,Clendening,2.400000095,4,3500,LA@CBJ,CBJ,LA,,,,0,
41852-104427,G,Adam,Adam Werner,Werner,17.20000076,2,7000,CAR@COL,COL,CAR,,,,0,
41852-66612,G,Adin,Adin Hill,Hill,15.07692308,13,7000,MIN@ARI,ARI,MIN,,,,0,
41852-43196,W,Alan,Alan Quine,Quine,3.822222392,9,3000,MON@CGY,CGY,MON,,,,0,
41852-8967,D,Alec,Alec Martinez,Martinez,7.820833206,24,3600,LA@CBJ,LA,CBJ,IR,Wrist,,0,
41852-117070,W,Alex,Alex Beaucage,Beaucage,0,0,3000,CAR@COL,COL,CAR,,,,0,
41852-117020,D,Alex,Alex Breton,Breton,0,0,3500,MIN@ARI,MIN,ARI,,,,0,
41852-82191,W,Alex,Alex Formenton,Formenton,5.422222137,9,3000,NSH@OTT,OTT,NSH,,,,0,
41852-59226,G,Alex,Alex Nedeljkovic,Nedeljkovic,23.20000076,1,7000,CAR@COL,CAR,COL,,,,0,
41852-9252,G,Alex,Alex Stalock,Stalock,4.85,19,7400,MIN@ARI,MIN,ARI,,,,0,
41852-8709,D,Alexander,Alexander Edler,Edler,8.50370393,27,5400,VGK@VAN,VAN,VGK,,,,0,1
41852-82072,W,Alexander,Alexander Volkov,Volkov,1.600000024,4,3000,DAL@TB,TB,DAL,,,,0,
41852-73886,W,Alexandre,Alexandre Fortin,Fortin,4.98333327,24,3000,CHI@WPG,CHI,WPG,,,,0,
41852-14468,G,Anders,Anders Nilsson,Nilsson,17.5451,20,7700,NSH@OTT,OTT,NSH,,,,0,
41852-107995,W,Andrei,Andrei Chibisov,Chibisov,0,0,3000,CHI@WPG,WPG,CHI,,,,0,
41852-62157,W,Andrew,Andrew Copp,Copp,3.33,34,3600,CHI@WPG,WPG,CHI,,,,0,
41852-8259,W,Andrew,Andrew Ladd,Ladd,6.50769219,26,3000,NYI@BOS,NYI,BOS,,,,0,
41852-8827,D,Andrew,Andrew MacDonald,MacDonald,6.246808641,47,3500,MON@CGY,CGY,MON,,,,0,
41852-103261,D,Andrew,Andrew Peeke,Peeke,6.0794,7,3500,LA@CBJ,CBJ,LA,DTD,Hand,,0,
41852-15281,W,Andrew,Andrew Shaw,Shaw,6.961538462,26,4200,CHI@WPG,CHI,WPG,IR,Concussion,,0,
41852-68663,D,Andy,Andy Welinski,Welinski,4.461538462,26,3500,BUF@PHI,PHI,BUF,,,,0,
41852-116896,C,Anthony,Anthony Nellis,Nellis,0,0,3000,DAL@TB,DAL,TB,,,,0,
41852-66405,W,Anthony,Anthony Richard,Richard,3.200000048,1,3000,NSH@OTT,NSH,OTT,,,,0,
41852-104486,W,Anton,Anton Wedin,Wedin,1.200000048,4,3000,CHI@WPG,CHI,WPG,,,,0,
41852-40050,G,Antti,Antti Raanta,Raanta,19.73333359,12,8000,MIN@ARI,ARI,MIN,DTD,Illness,,0,
41852-104184,C,Arttu,Arttu Ruotsalainen,Ruotsalainen,0,0,3000,BUF@PHI,BUF,PHI,,,,0,
41852-117101,D,Arvin,Arvin Atwal,Atwal,0,0,3500,NSH@OTT,NSH,OTT,,,,0,
41852-61602,D,Ashton,Ashton Sautner,Sautner,1.600000024,1,3500,VGK@VAN,VAN,VGK,,,,0,
41852-62276,W,Austin,Austin Czarnik,Czarnik,6.262499809,8,3000,MON@CGY,CGY,MON,,,,0,
41852-97108,W,Barrett,Barrett Hayton,Hayton,5.085714068,14,3000,MIN@ARI,ARI,MIN,O,Not injury related,,0,
41852-8883,G,Ben,Ben Bishop,Bishop,20.26666641,24,8600,DAL@TB,DAL,TB,,,,0,
41852-8138,W,Bobby,Bobby Ryan,Ryan,4.650000095,16,3700,NSH@OTT,OTT,NSH,O,Not injury related,,0,
41852-97230,D,Bode,Bode Wilde,Wilde,0,0,3500,NYI@BOS,NYI,BOS,,,,0,
41852-116895,W,Brad,Brad McClure,McClure,0,0,3000,DAL@TB,DAL,TB,,,,0,
41852-15328,D,Brandon,Brandon Davidson,Davidson,6.400000254,3,3500,MON@CGY,CGY,MON,,,,0,
41852-8515,W,Brandon,Brandon Dubinsky,Dubinsky,4.649180428,61,3000,LA@CBJ,CBJ,LA,IR,Wrist,,0,
41852-103624,W,Brandon,Brandon Duhaime,Duhaime,0,0,3000,MIN@ARI,MIN,ARI,,,,0,
41852-12682,W,Brandon,Brandon Pirri,Pirri,3.781818043,11,3000,VGK@VAN,VGK,VAN,,,,0,
41852-8237,C,Brandon,Brandon Sutter,Sutter,5.7776,22,3700,VGK@VAN,VAN,VGK,,,,0,4
41852-8567,D,Braydon,Braydon Coburn,Coburn,3.623529322,17,3500,DAL@TB,TB,DAL,IR,Lower body,,0,
41852-39677,W,Brendan,Brendan Gaunce,Gaunce,8,1,3000,NYI@BOS,BOS,NYI,,,,0,
41852-73936,D,Brennan,Brennan Menell,Menell,6.24807,5,3500,MIN@ARI,MIN,ARI,,,,0,3
41852-8267,D,Brent,Brent Seabrook,Seabrook,1.48,32,3700,CHI@WPG,CHI,WPG,,,,0,
41852-117190,C,Brett,Brett Neumann,Neumann,0,0,3000,NYI@BOS,NYI,BOS,,,,0,
41852-15395,W,Brett,Brett Ritchie,Ritchie,4.405262997,19,3100,NYI@BOS,BOS,NYI,,,,0,
41852-8553,G,Brian,Brian Elliott,Elliott,14.35000038,16,7200,BUF@PHI,PHI,BUF,,,,0,
41852-8162,C,Bryan,Bryan Little,Little,10.5142855,7,4000,CHI@WPG,WPG,CHI,IR,Ear,,0,
41852-79880,W,C.J.,C.J. Smith,Smith,4.945454684,11,3000,BUF@PHI,BUF,PHI,,,,0,
41852-9085,C,Cal,Cal O'Reilly,O'Reilly,0,0,3000,BUF@PHI,PHI,BUF,,,,0,
41852-103523,DD,Cale,Cale Makar,Makar,13.88965475,29,5800,CAR@COL,COL,CAR,IR,Upper body,,0,
41852-23061,W,Calle,Calle Jarnkrok,Jarnkrok,10.5265,33,4600,NSH@OTT,NSH,OTT,,,,0,
41852-80398,D,Calle,Calle Rosen,Rosen,2.17,8,3500,CAR@COL,COL,CAR,,,,0,
41852-9040,D,Calvin,Calvin de Haan,de Haan,8.137931034,29,3600,CHI@WPG,CHI,WPG,IR,Shoulder,,0,
41852-11301,G,Cam,Cam Talbot,Talbot,14.56000061,10,7300,MON@CGY,CGY,MON,,,,0,
41852-21688,D,Cameron,Cameron Schilling,Schilling,4.800000191,4,3500,CHI@WPG,WPG,CHI,,,,0,
41852-70170,D,Carl,Carl Dahlstrom,Dahlstrom,2.666666667,12,3500,CHI@WPG,WPG,CHI,,,,0,
41852-79965,W,Carl,Carl Grundstrom,Grundstrom,6.577777863,9,3000,LA@CBJ,LA,CBJ,,,,0,
41852-73935,W,Carsen,Carsen Twarynski,Twarynski,3.146666718,15,3000,BUF@PHI,PHI,BUF,,,,0,
41852-82850,W,Casey,Casey Mittelstadt,Mittelstadt,5.038709579,31,3300,BUF@PHI,BUF,PHI,,,,0,
41852-68624,D,Casey,Casey Nelson,Nelson,4.442105343,38,3500,BUF@PHI,BUF,PHI,,,,0,
41852-103243,G,Cayden,Cayden Primeau,Primeau,22.79999924,2,7300,MON@CGY,MON,CGY,,,,0,
41852-39714,W,Charles,Charles Hudon,Hudon,3.555555556,9,3000,MON@CGY,MON,CGY,,,,0,
41852-68647,G,Charlie,Charlie Lindgren,Lindgren,27.20000076,1,7000,MON@CGY,MON,CGY,,,,0,
41852-8284,W,Chris,Chris Stewart,Stewart,1.76,13,3000,BUF@PHI,PHI,BUF,,,,0,
41852-66620,W,Christian,Christian Fischer,Fischer,1.36,34,3800,MIN@ARI,ARI,MIN,,,,0,
41852-54475,D,Christian,Christian Folin,Folin,5.120000076,5,3500,MON@CGY,MON,CGY,,,,0,
41852-80480,D,Christian,Christian Jaros,Jaros,0,1,3500,NSH@OTT,OTT,NSH,,,,0,
41852-82828,D,Christian,Christian Wolanin,Wolanin,7.356666565,30,3500,NSH@OTT,OTT,NSH,O,Shoulder,,0,
41852-59222,W,Clark,Clark Bishop,Bishop,2.879999924,5,3000,CAR@COL,CAR,COL,,,,0,
41852-11284,C,Cody,Cody Eakin,Eakin,5.987499873,24,3600,VGK@VAN,VGK,VAN,DTD,Head,,0,
41852-82004,C,Cody,Cody Glass,Glass,5.693749905,32,3600,VGK@VAN,VGK,VAN,DTD,Concussion,,0,
41852-61550,C,Cole,Cole Bardreau,Bardreau,4,9,3000,NYI@BOS,NYI,BOS,,,,0,
41852-117118,C,Cole,Cole Maier,Maier,0,0,3000,CHI@WPG,WPG,CHI,,,,0,
41852-8464,W,Colin,Colin Wilson,Wilson,6.044444614,9,3000,CAR@COL,COL,CAR,IR,Lower body,,0,
41852-73930,C,Connor,Connor Bunnaman,Bunnaman,2,4,3000,BUF@PHI,PHI,BUF,,,,0,
41852-82189,D,Conor,Conor Timmins,Timmins,0.800000012,2,3500,CAR@COL,COL,CAR,,,,0,
41852-117054,D,Cooper,Cooper Zech,Zech,0,0,3500,NYI@BOS,BOS,NYI,,,,0,
41852-8273,G,Corey,Corey Crawford,Crawford,3.94,19,7400,CHI@WPG,CHI,WPG,,,,0,
41852-15358,W,Cory,Cory Conacher,Conacher,4.400000095,4,3100,DAL@TB,TB,DAL,,,,0,
41852-8292,G,Craig,Craig Anderson,Anderson,12.44999981,16,7400,NSH@OTT,OTT,NSH,IR,Knee,,0,
41852-42860,W,Curtis,Curtis Lazar,Lazar,3.866666794,6,3000,BUF@PHI,BUF,PHI,,,,0,
41852-8233,G,Curtis,Curtis McElhinney,McElhinney,15.5,8,7900,DAL@TB,TB,DAL,,,,0,
41852-11225,W,Dale,Dale Weise,Weise,4.635293998,51,3000,MON@CGY,MON,CGY,,,,0,
41852-8526,D,Dan,Dan Girardi,Girardi,7.077419158,62,3500,DAL@TB,TB,DAL,,,,0,
41852-61551,W,Danick,Danick Martel,Martel,4.800000085,9,3000,DAL@TB,TB,DAL,,,,0,
41852-82927,D,Daniel,Daniel Brickley,Brickley,4.400000095,4,3500,LA@CBJ,LA,CBJ,,,,0,
41852-54528,W,Daniel,Daniel Carr,Carr,3.418181679,11,3000,NSH@OTT,NSH,OTT,,,,0,
41852-58998,D,Daniel,Daniel Walcott,Walcott,0,0,3500,DAL@TB,TB,DAL,,,,0,
41852-116949,C,David,David Gustafsson,Gustafsson,1.272727273,22,3000,CHI@WPG,WPG,CHI,O,Not injury related,,0,
41852-8391,D,Dennis,Dennis Seidenberg,Seidenberg,0,0,3500,NYI@BOS,NYI,BOS,,,,0,
41852-117078,C,Derek,Derek Barach,Barach,0,0,3000,LA@CBJ,CBJ,LA,,,,0,
41852-39264,D,Derek,Derek Forbort,Forbort,5.7086419,81,3500,LA@CBJ,LA,CBJ,O,Back,,0,
41852-117064,D,Derek,Derek Sheppard,Sheppard,0,0,3500,CAR@COL,CAR,COL,,,,0,
41852-12645,W,Devante,Devante Smith-Pelly,Smith-Pelly,4.325926039,54,3000,MON@CGY,CGY,MON,,,,0,
41852-116891,W,Diego,Diego Cuglietta,Cuglietta,0,0,3000,DAL@TB,DAL,TB,,,,0,
41852-8878,D,Dmitry,Dmitry Kulikov,Kulikov,5.664000244,25,3500,CHI@WPG,WPG,CHI,IR,Upper body,,0,
41852-82190,W,Drake,Drake Batherson,Batherson,1.600000024,2,3000,NSH@OTT,OTT,NSH,,,,0,
41852-70472,W,Drake,Drake Caggiula,Caggiula,5.279999797,15,3500,CHI@WPG,CHI,WPG,IR,Concussion,,0,
41852-8203,W,Drew,Drew Stafford,Stafford,4.887719405,57,3000,MIN@ARI,MIN,ARI,,,,0,
41852-8264,D,Dustin,Dustin Byfuglien,Byfuglien,12.79999942,42,3500,CHI@WPG,WPG,CHI,O,Suspension,,0,
41852-113279,C,Dylan,Dylan Cozens,Cozens,0,0,3000,BUF@PHI,BUF,PHI,,,,0,
41852-21936,D,Dylan,Dylan DeMelo,DeMelo,5.75,32,3800,NSH@OTT,OTT,NSH,IR,Finger,,0,
41852-117052,C,Dylan,Dylan McLaughlin,McLaughlin,0,0,3000,CHI@WPG,CHI,WPG,,,,0,
41852-82842,W,Dylan,Dylan Sikura,Sikura,1.35,2,3000,CHI@WPG,CHI,WPG,,,,0,
41852-82925,W,Eeli,Eeli Tolvanen,Tolvanen,6.724999905,4,3000,NSH@OTT,NSH,OTT,,,,0,
41852-107994,W,Eetu,Eetu Luostarinen,Luostarinen,3.200000048,8,3000,CAR@COL,CAR,COL,,,,0,
41852-103103,G,Elvis,Elvis Merzlikins,Merzlikins,7.200000339,9,7100,LA@CBJ,CBJ,LA,,,,0,
41852-104448,W,Emil,Emil Bemstrom,Bemstrom,5.739285605,28,3000,LA@CBJ,CBJ,LA,IR,Upper body,,0,
41852-117189,W,Erik,Erik Brown,Brown,0,0,3000,NYI@BOS,NYI,BOS,,,,0,
41852-8868,W,Erik,Erik Condra,Condra,4.933333397,6,3000,CAR@COL,COL,CAR,,,,0,
41852-39269,C,Erik,Erik Haula,Haula,11.45625019,16,4800,CAR@COL,CAR,COL,DTD,Knee,,0,
41852-8647,D,Erik,Erik Johnson,Johnson,8.313043346,23,3800,CAR@COL,COL,CAR,IR,Lower body,,0,
41852-117188,C,Felix,Felix Bibeau,Bibeau,0,0,3000,NYI@BOS,NYI,BOS,,,,0,
41852-66757,W,Filip,Filip Chlapik,Chlapik,4.444444444,18,3000,NSH@OTT,OTT,NSH,,,,0,
41852-59209,C,Frederick,Frederick Gaudreau,Gaudreau,2.574545566,55,3000,NSH@OTT,NSH,OTT,,,,0,
41852-22905,D,Fredrik,Fredrik Claesson,Claesson,4.897297215,37,3500,CAR@COL,CAR,COL,,,,0,
41852-70225,D,Gabriel,Gabriel Carlsson,Carlsson,1.600000024,1,3500,LA@CBJ,CBJ,LA,,,,0,
41852-12122,W,Gabriel,Gabriel Dumont,Dumont,2.666666667,3,3000,MIN@ARI,MIN,ARI,,,,0,
41852-15258,G,Garret,Garret Sparks,Sparks,1.600000024,1,7000,VGK@VAN,VGK,VAN,,,,0,
41852-79822,D,Gavin,Gavin Bayreuther,Bayreuther,6.284210607,19,3500,DAL@TB,DAL,TB,,,,0,
41852-54850,W,Gemel,Gemel Smith,Smith,5.599999746,3,3000,DAL@TB,TB,DAL,,,,0,
41852-82123,W,Gerald,Gerald Mayhew,Mayhew,1.19,7,3000,MIN@ARI,MIN,ARI,,,,0,
41852-70920,C,German,German Rubtsov,Rubtsov,2.666666667,3,3000,BUF@PHI,PHI,BUF,,,,0,
41852-21687,D,Greg,Greg Pateryn,Pateryn,5.109999847,80,3500,MIN@ARI,MIN,ARI,IR,Groin,,0,
41852-66798,D,Guillaume,Guillaume Brisebois,Brisebois,2.400000095,8,3500,VGK@VAN,VAN,VGK,,,,0,
41852-60674,D,Gustav,Gustav Forsling,Forsling,5.488372093,43,3500,CAR@COL,CAR,COL,,,,0,
41852-54110,D,Gustav,Gustav Olofsson,Olofsson,4.26666673,3,3500,MON@CGY,MON,CGY,,,,0,
41852-59220,D,Haydn,Haydn Fleury,Fleury,5.72631595,19,3500,CAR@COL,CAR,COL,,,,0,
41852-81999,D,Henri,Henri Jokiharju,Jokiharju,5.9754,35,3500,BUF@PHI,BUF,PHI,,,,0,3
41852-117105,C,Hunter,Hunter Garlent,Garlent,0,0,3000,NSH@OTT,NSH,OTT,,,,0,
41852-66705,D,Ian,Ian McCoshen,McCoshen,3.410526476,19,3500,CHI@WPG,CHI,WPG,,,,0,
41852-8158,W,Ilya,Ilya Kovalchuk,Kovalchuk,9.170587876,17,3000,LA@CBJ,LA,CBJ,,,,0,
41852-21710,W,J.T.,J.T. Brown,Brown,3.41428566,56,3000,MIN@ARI,MIN,ARI,,,,0,
41852-70279,W,J.T.,J.T. Compher,Compher,5.12,31,4400,CAR@COL,COL,CAR,,,,0,4
41852-104452,D,Jack,Jack Ramsey,Ramsey,0,0,3500,CHI@WPG,CHI,WPG,,,,0,
41852-117017,D,Jack,Jack Sadek,Sadek,0,0,3500,MIN@ARI,MIN,ARI,,,,0,
41852-82176,C,Jack,Jack Studnicka,Studnicka,6.400000095,2,3000,NYI@BOS,BOS,NYI,,,,0,
